stage,trial,score,gated,ema_period,rsi_period,rsi_overbought,rsi_oversold,atr_period,consolidation_candles,consolidation_atr_mult,swing_lookback,volume_sma_period,volume_mult,risk_reward_ratio,leverage,risk_per_trade_pct,max_position_allocation_pct,tr_return_pct,tr_pf,tr_sharpe,tr_max_dd,tr_trades,tr_wins,tr_losses,tr_win_rate,tr_gross_profit,tr_gross_loss,tr_net_pnl,tr_fees,tr_blocked,tr_head_dropped,va_return_pct,va_pf,va_sharpe,va_max_dd,va_trades,va_wins,va_losses,va_win_rate,va_gross_profit,va_gross_loss,va_net_pnl,va_fees,va_blocked,va_head_dropped,c_gate_shortfall,c_va_ret,c_va_pf,c_va_dd,c_va_sample,c_tr_ret,c_tr_pf,c_consistency
1a_broad,0,-1.3259637188208617,False,69,21,74.0,35.0,9,6,1.1,18,34,1.6,1.0,1.0,0.015,0.5,0.7816263000000071,99.0,1.2676072648437815,0.20446019413188013,2.0,2.0,0.0,100.0,78.16,0.0,78.16,10.02,0.0,0.0,0.15445404050000433,99.0,1.243779062070204,0.07491321849998712,1.0,1.0,0.0,100.0,15.45,0.0,15.45,5.01,0.0,0.0,1.95578231292517,,,,,,,
1a_broad,1,-1.1065736786088505,False,147,19,60.0,24.0,9,9,2.6,11,21,1.4,1.4,1.0,0.015,0.5,-14.281687262999968,0.5550002492646692,-2.1630843187521442,15.419860352499981,128.0,46.0,82.0,35.9375,1781.24,3209.44,-1428.2,587.23,0.0,1.0,-6.038194686500101,0.5919445852339921,-1.7780492556084742,6.708448781008124,46.0,15.0,31.0,32.608695652173914,875.9299999999998,1479.7500000000002,-603.8200000000004,220.88,0.0,0.0,0.6394420716531035,,,,,,,
1a_broad,2,-1.0918998702098193,False,58,12,66.0,40.0,9,12,2.8,4,34,0.7,1.2,1.0,0.015,0.5,-8.88215088150033,0.8782093915886273,-0.9163941579208493,15.6870652759256,438.0,203.0,235.0,46.34703196347032,6404.139999999999,7292.27,-888.130000000001,2083.53,0.0,5.0,-9.177602575000057,0.6606582289713921,-2.3461296959525586,10.929644835976209,149.0,71.0,78.0,47.651006711409394,1786.77,2704.530000000001,-917.7600000000011,701.04,0.0,4.0,0.5513992212589162,,,,,,,
1a_broad,3,-1.2160808247919896,False,144,21,76.0,27.0,8,15,2.3,6,30,0.5,3.8000000000000003,1.0,0.015,0.5,-0.056658140499948786,0.9930800493061744,0.021167360177944645,5.003670810178033,34.0,7.0,27.0,20.58823529411765,813.7,819.3699999999999,-5.669999999999845,171.64,0.0,0.0,1.8029944980000254,1.3903986487949587,0.4968786243396958,2.8942649733024064,15.0,4.0,11.0,26.666666666666668,642.0999999999999,461.81000000000006,180.28999999999985,76.89,0.0,1.0,1.2964849487519383,,,,,,,
1a_broad,4,-1.0610031675300005,False,53,16,63.0,33.0,15,7,4.0,17,48,1.9000000000000001,2.8,1.0,0.015,0.5,12.828538555999877,1.17652951561612,0.7896662869207249,7.50797693376146,173.0,51.0,122.0,29.479768786127167,8550.039999999999,7267.17,1282.869999999999,936.37,0.0,3.0,-8.419118244500078,0.7540807861282481,-1.11067013672004,12.628464587570631,75.0,19.0,56.0,25.333333333333332,2581.49,3423.36,-841.8700000000003,352.88,0.0,2.0,0.3660190051800026,,,,,,,
1a_broad,5,-1.3026573954525624,False,140,8,60.0,21.0,11,10,1.8,18,24,0.9,2.6,1.0,0.015,0.5,-1.3223284280000007,0.314214593164964,-1.1166773259232559,1.4394686593373613,10.0,2.0,8.0,20.0,60.59,192.83,-132.24,49.07,0.0,0.0,1.9644194589999824,99.0,2.9045055499620434,0.2802455311906812,4.0,4.0,0.0,100.0,196.45,0.0,196.45,20.11,0.0,0.0,1.8159443727153741,,,,,,,
1a_broad,6,-2.0,False,38,19,56.0,45.0,18,7,1.0,17,38,1.6,3.3000000000000003,1.0,0.015,0.5,,,,,,,,,,,,,,,0.36228543600000196,99.0,1.9337767680791922,0.08824426417354399,1.0,1.0,0.0,100.0,36.23,0.0,36.23,4.94,0.0,0.0,6.0,,,,,,,
1a_broad,7,-2.0,False,29,12,58.0,42.0,16,9,1.1,9,23,1.6,2.9000000000000004,1.0,0.015,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,
1a_broad,8,-1.102283854344146,False,136,14,58.0,38.0,18,13,3.3000000000000003,12,31,1.1,1.0,1.0,0.015,0.5,-3.5618529555001075,0.8135028872682726,-0.7183927298819404,5.710748654115038,134.0,78.0,56.0,58.208955223880594,1553.88,1910.11,-356.2299999999998,643.48,0.0,0.0,-3.3126764565001214,0.5527942764578833,-2.1688566216664507,3.750238329048007,39.0,17.0,22.0,43.58974358974359,409.51,740.8000000000001,-331.2900000000001,190.28,0.0,2.0,0.6137031260648754,,,,,,,
1a_broad,9,-2.0,False,34,7,71.0,28.0,14,19,1.7000000000000002,10,40,0.8,1.2,1.0,0.015,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,
1a_broad,10,-0.06201205234944252,True,102,16,80.0,33.0,21,4,3.9000000000000004,14,49,2.0,2.2,1.0,0.015,0.5,0.024660524500031897,1.0003975712013877,0.05613623111363037,9.582857446450118,142.0,49.0,93.0,34.50704225352113,6366.169999999999,6363.64,2.529999999998836,709.7,0.0,3.0,2.6949829725000565,1.0736321343593862,0.41947103056970025,10.552732230710092,74.0,27.0,47.0,36.486486486486484,3930.1700000000005,3660.6300000000006,269.53999999999996,366.97,0.0,2.0,,0.00808494891750017,0.01840803358984655,-0.0,0.05873015873015874,2.46605245000319e-05,1.9878560069386266e-05,-0.1472797326715174
