trial,score,gated,ema_period,rsi_period,rsi_overbought,rsi_oversold,atr_period,consolidation_candles,consolidation_atr_mult,swing_lookback,volume_sma_period,volume_mult,risk_reward_ratio,risk_per_trade_pct,max_position_allocation_pct,leverage,tr_return_pct,tr_pf,tr_sharpe,tr_max_dd,tr_trades,tr_wins,tr_losses,tr_win_rate,tr_gross_profit,tr_gross_loss,tr_net_pnl,tr_fees,tr_blocked,va_return_pct,va_pf,va_sharpe,va_max_dd,va_trades,va_wins,va_losses,va_win_rate,va_gross_profit,va_gross_loss,va_net_pnl,va_fees,va_blocked
41,-10.0,False,21,20,62.0,35.0,11,7,2.6,5,49,1.7000000000000002,4.0,0.028,0.65,5.0,-23.359330261700315,0.9250908573152927,-0.06582771772764316,49.567981248592105,184.0,41.0,143.0,22.282608695652176,28847.579999999998,31183.509999999995,-2335.9299999999967,3753.05,0.0,-23.52305205775014,0.8513283766223915,-0.4490652691318103,46.0137546352894,89.0,19.0,70.0,21.348314606741575,13469.99,15822.320000000003,-2352.3300000000036,1735.68,0.0
42,-10.0,False,33,18,56.0,37.0,9,10,2.3,7,44,2.0,3.8000000000000003,0.029,0.7,4.5,67.26246526349983,1.5790221251964853,1.5665658435037726,27.505724359927473,48.0,15.0,33.0,31.25,18342.899999999998,11616.62,6726.279999999997,1658.29,0.0,-5.089366425549978,0.8262057378196832,-0.24572051589070099,16.887666703562765,15.0,3.0,12.0,20.0,2419.37,2928.2899999999995,-508.9199999999996,354.84,0.0
43,-10.0,False,57,19,60.0,40.0,8,12,1.9,10,47,1.6,1.7000000000000002,0.012,0.55,4.0,-0.11828596504998132,0.957119037262578,-0.04051613985293761,2.75029491961276,4.0,2.0,2.0,50.0,264.05,275.88,-11.829999999999984,61.07,0.0,,,,,,,,,,,,,
44,-10.0,False,26,21,67.0,34.0,11,9,3.3000000000000003,5,36,1.5,3.5,0.026000000000000002,0.5,1.0,5.627702159949967,1.0446560116150376,0.3153729333678021,16.635740025411277,257.0,65.0,192.0,25.291828793774318,13167.21,12604.349999999999,562.8600000000006,1282.24,0.0,-1.2339758596000319,0.9788950739211107,-0.015654833048945133,16.424888276835787,127.0,36.0,91.0,28.346456692913385,5724.039999999999,5847.45,-123.41000000000076,613.5600000000001,0.0
45,-10.0,False,127,16,70.0,44.0,10,15,3.8000000000000003,7,41,1.7000000000000002,2.4000000000000004,0.009000000000000001,0.75,2.5,-2.3666800007002347,0.9758268407466467,-0.053255425464778905,13.163834997838878,154.0,49.0,105.0,31.818181818181817,9552.73,9789.369999999999,-236.63999999999942,1220.71,0.0,8.82164955254986,1.1823814850115673,1.066706157645146,8.087380711550294,71.0,26.0,45.0,36.61971830985915,5718.86,4836.730000000001,882.1299999999983,684.12,0.0
46,-10.0,False,46,17,65.0,41.0,20,6,2.7,13,19,0.9,3.2,0.006,0.25,5.0,-15.92525367825021,0.8869964690388068,-0.7533663830418926,20.919584012121636,310.0,75.0,235.0,24.193548387096776,12499.980000000003,14092.48,-1592.4999999999964,1699.66,0.0,-17.218363334050082,0.7410919972331661,-1.926524693138154,18.355834542240018,143.0,31.0,112.0,21.678321678321677,4928.410000000001,6650.2,-1721.789999999999,832.3,0.0
47,-10.0,False,40,14,79.0,33.0,14,20,3.0,6,41,1.9000000000000001,2.9000000000000004,0.028,0.65,2.0,31.427766168299897,1.5618500395987567,1.3928470952635545,7.621489111727488,44.0,15.0,29.0,34.09090909090909,8736.380000000001,5593.61,3142.7700000000013,682.16,0.0,-6.259902145150027,0.7907970765061106,-0.5424176503337227,13.651021250137058,23.0,6.0,17.0,26.08695652173913,2366.31,2992.31,-626.0,294.23,0.0
48,-10.0,False,104,19,63.0,39.0,12,4,2.2,20,12,1.3,1.6,0.022000000000000002,0.4,4.0,-46.02551655550022,0.7812496583964141,-1.4037416268247622,46.9707585629214,227.0,80.0,147.0,35.242290748898675,16437.86,21040.47,-4602.610000000001,2237.33,0.0,-10.530017157850088,0.8980643612469557,-0.4505682921746717,24.866920841937198,101.0,41.0,60.0,40.59405940594059,9277.400000000001,10330.44,-1053.039999999999,1258.69,0.0
49,-10.0,False,75,8,74.0,36.0,19,8,4.0,8,28,1.4,2.6,0.029,0.3,1.5,-14.38436598060007,0.8642412138841251,-0.6355060484727928,20.305328137361744,230.0,67.0,163.0,29.130434782608695,9156.989999999998,10595.41,-1438.420000000002,973.18,0.0,1.6628456257001019,1.0388299648167647,0.28279504796027655,12.714248858185066,109.0,35.0,74.0,32.11009174311926,4449.61,4283.29,166.3199999999997,478.24,0.0
50,-10.0,False,95,13,71.0,29.0,16,11,1.6,12,36,1.0,1.0,0.03,0.35,4.5,-4.279358073299954,0.5319735331109531,-0.651876094470654,5.800169009249948,10.0,4.0,6.0,40.0,486.40999999999997,914.35,-427.94000000000005,153.31,0.0,-0.8965498815000137,0.7092966698012257,-0.3640790493494559,2.312528805454709,3.0,1.0,2.0,33.333333333333336,218.74,308.39,-89.64999999999998,46.92,0.0
