stage,trial,score,gated,ema_period,rsi_period,rsi_overbought,rsi_oversold,atr_period,consolidation_candles,consolidation_atr_mult,swing_lookback,volume_sma_period,volume_mult,risk_reward_ratio,leverage,risk_per_trade_pct,max_position_allocation_pct,tr_return_pct,tr_pf,tr_sharpe,tr_max_dd,tr_trades,tr_wins,tr_losses,tr_win_rate,tr_gross_profit,tr_gross_loss,tr_net_pnl,tr_fees,tr_blocked,tr_head_dropped,va_return_pct,va_pf,va_sharpe,va_max_dd,va_trades,va_wins,va_losses,va_win_rate,va_gross_profit,va_gross_loss,va_net_pnl,va_fees,va_blocked,va_head_dropped,c_gate_shortfall,c_va_ret,c_va_pf,c_va_dd,c_va_sample,c_tr_ret,c_tr_pf,c_consistency
1a_broad,376,0.3883626002121043,True,82,13,76.0,45.0,21,17,3.4000000000000004,19,43,1.6,4.0,1.0,0.015,0.5,21.75037131739993,1.3063191842942852,1.0652012580505923,10.330158903750872,109.0,29.0,80.0,26.605504587155963,9275.650000000001,7100.6,2175.050000000001,631.31,0.0,0.0,29.01989293990007,2.247399460119324,2.688789499895728,6.359492284177276,45.0,16.0,29.0,35.55555555555556,5228.4400000000005,2326.44,2902.0000000000005,253.42,0.0,0.0,,0.08705967881970021,0.25,-0.0,0.03571428571428572,0.02175037131739993,0.015315959214714259,-0.021477694853995838
1a_broad,377,-1.0136054421768708,False,81,13,76.0,45.0,21,17,3.2,20,43,1.6,4.0,1.0,0.015,0.5,19.675262456199963,1.320191705249111,1.014265944677976,11.752094271160116,97.0,26.0,71.0,26.804123711340207,8112.38,6144.85,1967.5299999999997,534.96,0.0,0.0,16.84340928815003,1.8531774574262243,1.7973493221286505,6.9891812932930675,39.0,12.0,27.0,30.76923076923077,3658.5800000000004,1974.22,1684.3600000000004,209.88,0.0,0.0,0.08163265306122447,,,,,,,
1a_broad,378,0.37775113482608,True,83,13,75.0,45.0,21,17,3.3000000000000003,19,42,1.6,4.0,1.0,0.015,0.5,28.111372884949926,1.4288876785226614,1.3512296540520468,9.622066245778827,101.0,29.0,72.0,28.712871287128714,9365.63,6554.49,2811.1399999999994,591.41,0.0,0.0,21.431253895749997,2.0017809480626934,2.176471824715802,6.989637477512059,43.0,14.0,29.0,32.55813953488372,4282.43,2139.31,2143.1200000000003,236.72,0.0,0.0,,0.06429376168724998,0.25,-0.0,0.03412698412698413,0.02811137288494993,0.02144438392613307,-0.02022536779923709
1a_broad,379,0.3742212133231664,True,79,13,76.0,45.0,21,17,3.3000000000000003,19,42,1.6,4.0,1.0,0.015,0.5,19.245859772499863,1.2922683488711482,0.9836553928574853,12.088883756428485,106.0,28.0,78.0,26.41509433962264,8509.6,6585.010000000001,1924.5899999999992,589.31,0.0,0.0,21.431253895749997,2.0017809480626934,2.176471824715802,6.989637477512059,43.0,14.0,29.0,32.55813953488372,4282.43,2139.31,2143.1200000000003,236.72,0.0,0.0,,0.06429376168724998,0.25,-0.0,0.03412698412698413,0.019245859772499863,0.01461341744355741,-0.008058809707125027
1a_broad,380,-1.0187074829931972,False,83,14,76.0,45.0,21,17,3.2,20,43,1.6,4.0,1.0,0.015,0.5,21.943017477899865,1.361061428522066,1.1229923965950568,11.274166732985858,94.0,26.0,68.0,27.659574468085108,8271.81,6077.469999999999,2194.34,529.74,0.0,0.0,16.84340928815003,1.8531774574262243,1.7973493221286505,6.9891812932930675,39.0,12.0,27.0,30.76923076923077,3658.5800000000004,1974.22,1684.3600000000004,209.88,0.0,0.0,0.11224489795918369,,,,,,,
1a_broad,381,0.2961703514962051,True,81,13,76.0,45.0,21,17,3.3000000000000003,19,42,1.6,3.3000000000000003,1.0,0.015,0.5,16.821570043899776,1.2688146611651074,0.9284036970734858,13.2684543036231,108.0,33.0,75.0,30.555555555555557,7939.76,6257.620000000001,1682.1399999999994,583.54,0.0,0.0,16.274488914700015,1.722700830409876,1.9417555732334695,6.9896675136289375,49.0,16.0,33.0,32.6530612244898,3879.3499999999995,2251.8999999999996,1627.4499999999998,263.94,0.0,0.0,,0.04882346674410004,0.18067520760246902,-0.0,0.03888888888888889,0.016821570043899777,0.013440733058255373,-0.0024795148414080517
1a_broad,382,0.21143497855959628,True,83,13,75.0,45.0,21,14,3.2,19,43,1.7000000000000002,3.5,1.0,0.015,0.5,16.41512968874995,1.2293327670726886,0.8860886909536176,16.401499136261805,111.0,32.0,79.0,28.82882882882883,8799.65,7158.07,1641.58,630.25,0.0,0.0,13.343012060499968,1.4614352458647892,1.426161581428434,7.204651222321523,55.0,18.0,37.0,32.72727272727273,4225.93,2891.6299999999997,1334.3000000000006,286.91,0.0,0.0,,0.0400290361814999,0.11535881146619731,-0.0,0.043650793650793655,0.01641512968874995,0.011466638353634429,-0.015485430781278967
1a_broad,383,0.29100171165448113,True,78,10,76.0,45.0,21,17,3.4000000000000004,19,42,1.6,3.6,1.0,0.015,0.5,13.551622697999901,1.202724008975318,0.7985145967401808,12.076302882509365,117.0,32.0,85.0,27.35042735042735,8040.21,6685.0,1355.21,639.99,0.0,0.0,16.889295253350063,1.7863388334326582,1.8874509768946146,6.52982015411389,46.0,16.0,30.0,34.78260869565217,3836.77,2147.8399999999997,1688.9300000000003,244.4,0.0,0.0,,0.05066788576005019,0.19658470835816455,-0.0,0.03650793650793651,0.013551622697999902,0.010136200448765897,-0.016446642118435915
1a_broad,384,-1.065991629314015,False,84,13,75.0,45.0,21,5,3.3000000000000003,19,43,1.6,4.0,1.0,0.015,0.5,-27.641314707100133,0.6954069663012971,-1.099132212817913,28.222124496305632,134.0,24.0,110.0,17.91044776119403,6310.7,9074.83,-2764.13,547.19,0.0,1.0,-2.420846803999957,0.9499054311882561,-0.10886013753874792,16.85452474209399,73.0,16.0,57.0,21.91780821917808,4590.38,4832.46,-242.07999999999993,349.5,0.0,0.0,0.39594977588409036,,,,,,,
1a_broad,385,0.37239497730258775,True,81,13,75.0,45.0,21,17,3.4000000000000004,19,44,1.7000000000000002,3.4000000000000004,1.0,0.015,0.5,18.485544651999973,1.3136201689796752,1.017300661472412,14.0166116073393,99.0,31.0,68.0,31.31313131313131,7742.740000000001,5894.2,1848.5400000000009,539.64,0.0,0.0,24.67277176190006,2.142763849584779,2.531730271562858,5.5543902937170895,45.0,17.0,28.0,37.77777777777778,4626.42,2159.0899999999997,2467.3300000000004,251.05,0.0,0.0,,0.07401831528570017,0.25,-0.0,0.03571428571428572,0.018485544651999974,0.01568100844898376,-0.021504176798381878
