stage,trial,score,gated,ema_period,rsi_period,rsi_overbought,rsi_oversold,atr_period,consolidation_candles,consolidation_atr_mult,swing_lookback,volume_sma_period,volume_mult,risk_reward_ratio,leverage,risk_per_trade_pct,max_position_allocation_pct,tr_return_pct,tr_pf,tr_sharpe,tr_max_dd,tr_trades,tr_wins,tr_losses,tr_win_rate,tr_gross_profit,tr_gross_loss,tr_net_pnl,tr_fees,tr_blocked,tr_head_dropped,va_return_pct,va_pf,va_sharpe,va_max_dd,va_trades,va_wins,va_losses,va_win_rate,va_gross_profit,va_gross_loss,va_net_pnl,va_fees,va_blocked,va_head_dropped,c_va_ret,c_va_pf,c_va_dd,c_va_sample,c_tr_ret,c_tr_pf,c_consistency
1c_risk,0,0.6482667413261457,True,79,13,74.0,30.0,21,18,3.4000000000000004,18,39,1.5,4.0,2.5,0.029,0.65,113.08384871449955,1.3500589708427102,1.5789471724024238,27.581357469755474,116,33,83,28.448275862068964,43612.439999999995,32304.100000000002,11308.339999999993,3349.19,0,0,88.8063973533501,1.9676240846127782,2.7306375984118993,14.275841321988041,51,18,33,35.294117647058826,18058.48,9177.81,8880.67,1114.55,0,0,0.2664191920600503,0.24190602115319454,-0.0,0.04047619047619048,0.1,0.01750294854213551,-0.018037610905425175
1c_risk,1,0.37736349207718023,True,79,13,74.0,30.0,21,18,3.4000000000000004,18,39,1.5,4.0,3.5,0.009000000000000001,0.3,35.83847679689994,1.3616489032135672,1.4956906854766459,14.544455029189685,116,33,83,28.448275862068964,13493.750000000002,9909.86,3583.8900000000012,1131.1,0,0,29.16414407574997,1.8435025307302966,2.6721469911868714,6.265796454921464,51,18,33,35.294117647058826,6373.91,3457.4999999999995,2916.4100000000003,460.44,0,0,0.08749243222724991,0.21087563268257414,-0.0,0.04047619047619048,0.035838476796899936,0.018082445160678362,-0.015401685266412585
1c_risk,2,0.43589288003221577,True,79,13,74.0,30.0,21,18,3.4000000000000004,18,39,1.5,4.0,1.0,0.027,0.55,30.70722337889985,1.373621319615375,1.1730711839772356,15.13049134345531,116,33,83,28.448275862068964,11289.67,8218.909999999998,3070.760000000002,775.95,0,0,35.924422972000045,2.354454624288353,2.9979755523854528,5.234783529052963,51,18,33,35.294117647058826,6244.719999999999,2652.3,3592.419999999999,329.61,0,0,0.10777326891600014,0.25,-0.0,0.04047619047619048,0.03070722337889985,0.01868106598076875,-0.011744868719643453
1c_risk,3,0.34547828537556324,True,79,13,74.0,30.0,21,18,3.4000000000000004,18,39,1.5,4.0,4.0,0.005,0.75,19.072255002850017,1.3569221613589622,1.4240832504370724,9.00247367584456,116,33,83,28.448275862068964,7250.7,5343.49,1907.21,671.24,0,0,17.706378098999902,1.8821410600678548,2.8013693145606906,4.017649941332401,51,18,33,35.294117647058826,3777.8900000000003,2007.23,1770.6600000000003,304.96,0,0,0.05311913429699971,0.2205352650169637,-0.0,0.04047619047619048,0.01907225500285002,0.01784610806794811,-0.005570667485388736
1c_risk,4,0.38734746724695496,True,79,13,74.0,30.0,21,18,3.4000000000000004,18,39,1.5,4.0,4.5,0.01,0.35,41.90962065749987,1.3502002944671263,1.5077119975040314,16.136353285438673,116,33,83,28.448275862068964,16158.36,11967.380000000003,4190.979999999998,1420.83,0,0,33.73361666650002,1.8098549959187595,2.6420025066901838,7.381121420191675,51,18,33,35.294117647058826,7538.77,4165.4,3373.370000000001,577.08,0,0,0.10120084999950006,0.20246374897968988,-0.0,0.04047619047619048,0.041909620657499876,0.017510014723356317,-0.016212957589281658
1c_risk,5,0.4237806220558791,True,79,13,74.0,30.0,21,18,3.4000000000000004,18,39,1.5,4.0,1.5,0.012,0.5,45.4091559798498,1.4404516527655051,1.622600529176155,13.52245888574583,116,33,83,28.448275862068964,14850.61,10309.69,4540.92,1086.13,0,0,32.93360861305002,1.9638333489417494,2.6684458708663166,6.749206317796834,51,18,33,35.294117647058826,6710.339999999999,3416.9599999999996,3293.3799999999997,418.92,0,0,0.09880082583915005,0.24095833723543736,-0.0,0.04047619047619048,0.045409155979849805,0.022022582638275258,-0.023886470113023882
1c_risk,6,0.41921634314525885,True,79,13,74.0,30.0,21,18,3.4000000000000004,18,39,1.5,4.0,2.5,0.012,0.55,48.88368731189981,1.3414535675619037,1.4914644981951948,19.04557643769143,116,33,83,28.448275862068964,19204.92,14316.500000000002,4888.419999999996,1629.4,0,0,39.964736039899975,1.831788655620469,2.6756783985660366,8.180030474131813,51,18,33,35.294117647058826,8801.14,4804.67,3996.4699999999993,637.21,0,0,0.11989420811969992,0.20794716390511725,-0.0,0.04047619047619048,0.04888368731189982,0.017072678378095184,-0.015057585045743808
1c_risk,7,0.43135488776514347,True,79,13,74.0,30.0,21,18,3.4000000000000004,18,39,1.5,4.0,1.5,0.012,0.45,41.22933587679996,1.4397367281508042,1.583331223484401,12.47360831141507,116,33,83,28.448275862068964,13498.77,9375.86,4122.91,972.55,0,0,32.10701593215003,2.024810402941627,2.7099004148790553,6.216212042157824,51,18,33,35.294117647058826,6343.650000000001,3132.96,3210.6900000000005,382.67,0,0,0.09632104779645008,0.25,-0.0,0.04047619047619048,0.04122933587679996,0.021986836407540213,-0.01865852279183727
1c_risk,8,0.5813043064610582,True,79,13,74.0,30.0,21,18,3.4000000000000004,18,39,1.5,4.0,3.0,0.025,0.35,71.7346443544997,1.3950057734971975,1.5166269438417563,19.309893853994726,116,33,83,28.448275862068964,25334.1,18160.57,7173.529999999999,1827.37,0,0,67.84212756935003,2.1951090613780733,2.885936285957323,9.740380380275973,51,18,33,35.294117647058826,12460.8,5676.620000000001,6784.1799999999985,696.63,0,0,0.2035263827080501,0.25,-0.0,0.04047619047619048,0.0717346443544997,0.019750288674859874,-0.004183199752541934
1c_risk,9,0.5079009295159068,True,79,13,74.0,30.0,21,18,3.4000000000000004,18,39,1.5,4.0,3.0,0.02,0.25,50.455635989549954,1.4299592243682333,1.5036651458832953,14.98216533159242,116,33,83,28.448275862068964,16780.5,11734.95,5045.549999999999,1170.29,0,0,49.147204828700055,2.2931560265960105,2.966561386659253,7.065985640460794,51,18,33,35.294117647058826,8715.3,3800.5699999999997,4914.73,470.1,0,0,0.14744161448610016,0.25,-0.0,0.04047619047619048,0.050455635989549955,0.021497961218411667,-0.0019704726543454546
