trial,score,ema_period,rsi_period,rsi_overbought,rsi_oversold,atr_period,consolidation_candles,consolidation_atr_mult,swing_lookback,volume_sma_period,volume_mult,risk_reward_ratio,risk_per_trade_pct,max_position_allocation_pct,leverage,tr_return_pct,tr_net_pnl,tr_gross_profit,tr_gross_loss,tr_pf,tr_sharpe,tr_max_dd,tr_trades,tr_wins,tr_losses,tr_win_rate,tr_fees,tr_blocked,va_return_pct,va_net_pnl,va_gross_profit,va_gross_loss,va_pf,va_sharpe,va_max_dd,va_trades,va_wins,va_losses,va_win_rate,va_fees,va_blocked
152,0.30855167890536705,49,8,65.0,28.0,13,8,2.6,19,23,1.4,2.8,0.013000000000000001,0.45,2.0,48.43851511719995,4843.851511719995,19731.610000000004,14887.72,1.3253614388234065,1.7245689704616238,9.116385750765156,188.0,65.0,123.0,34.57446808510638,2082.35,0.0,6.374252926149948,637.4252926149948,4502.38,3864.8999999999996,1.164940878159849,0.710320988935538,8.679391922836562,66.0,22.0,44.0,33.333333333333336,566.57,0.0
203,0.3000336857306116,31,9,64.0,21.0,10,10,2.8,20,28,1.5,2.5,0.022000000000000002,0.6000000000000001,5.0,24.873801161199935,2487.3801161199935,35890.28,33402.89,1.0744663111485264,0.6045854453951733,36.48509119295985,200.0,67.0,133.0,33.5,4639.18,0.0,29.41372473920026,2941.372473920026,15373.759999999998,12432.39,1.2365892640111835,1.308965109384793,28.564900617105575,83.0,31.0,52.0,37.34939759036145,1905.08,0.0
181,0.29813953440309104,45,9,64.0,21.0,12,8,2.8,20,25,1.5,2.6,0.023000000000000003,0.45,2.5,24.44673834290008,2444.673834290008,22162.690000000002,19717.989999999998,1.1239832254707505,0.7503964290873096,16.385691310970827,184.0,60.0,124.0,32.608695652173914,2355.31,0.0,25.698074000449996,2569.8074000449997,8315.34,5745.53,1.4472711829892109,1.7841686096472482,10.984800137041377,72.0,28.0,44.0,38.888888888888886,862.84,0.0
147,0.295423859042189,55,8,64.0,28.0,13,8,2.5,19,23,1.4,2.8,0.011,0.45,2.0,25.603776421949952,2560.377642194995,12833.730000000001,10273.33,1.2492278550382399,1.2372971929613066,13.626261829075032,147.0,50.0,97.0,34.01360544217687,1463.89,0.0,9.803259645550007,980.3259645550006,3771.7999999999997,2791.4800000000005,1.3511828850645533,1.2270442345227772,6.146753443079344,53.0,19.0,34.0,35.84905660377358,464.69,0.0
1,0.2942957286682554,43,9,62.0,33.0,13,8,2.8,6,21,1.0,2.4000000000000004,0.025,0.35,3.0,25.27055894209956,2527.055894209956,35671.04,33144.09,1.0762413449879,0.7301886496213656,21.381285849051228,387.0,130.0,257.0,33.59173126614987,5178.73,0.0,24.422749697900052,2442.2749697900053,11499.07,9056.770000000002,1.269665675511247,1.7620807673850971,9.246424866329104,148.0,56.0,92.0,37.83783783783784,1752.82,0.0
227,0.28923376233460185,41,10,64.0,20.0,7,9,2.7,20,29,1.6,2.4000000000000004,0.024,0.7,4.0,20.140977888799952,2014.0977888799953,31214.58,29200.53,1.068973063160155,0.5332050097247215,37.15284625549065,189.0,64.0,125.0,33.86243386243386,3776.39,0.0,38.229786770250215,3822.978677025021,15875.07,12052.1,1.3172036408592693,1.5553972025375826,21.705708388810127,72.0,28.0,44.0,38.888888888888886,1884.3799999999999,0.0
234,0.28145943274229596,45,11,65.0,20.0,8,9,2.6,20,28,1.5,2.5,0.025,0.7,4.5,12.730424397400203,1273.0424397400202,32880.36,31607.239999999998,1.0402793790283493,0.41345929523117236,36.96851772967343,193.0,64.0,129.0,33.16062176165803,4000.84,0.0,55.88185309870034,5588.185309870034,19288.71,13700.510000000002,1.407882626267197,1.933100504684865,20.055228746638512,77.0,30.0,47.0,38.96103896103896,2228.58,0.0
116,0.2809393170914951,55,8,64.0,30.0,12,6,2.2,20,24,1.2000000000000002,2.6,0.026000000000000002,0.35,2.5,34.254958292899865,3425.4958292899864,18550.12,15124.619999999999,1.226485029045358,1.1839019067653376,15.98729091446569,184.0,65.0,119.0,35.32608695652174,2004.77,0.0,8.05492454659996,805.4924546599959,5489.19,4683.709999999999,1.1719747806760028,0.8337168843726794,8.798202748096463,71.0,23.0,48.0,32.394366197183096,647.6899999999999,0.0
144,0.2738177744411115,51,8,67.0,24.0,12,6,2.4000000000000004,20,25,1.4,2.8,0.014000000000000002,0.4,2.0,23.240499208749824,2324.0499208749825,17626.98,15302.879999999997,1.1518733728553059,0.914503546142645,13.058559977167103,203.0,64.0,139.0,31.527093596059114,1761.72,0.0,16.740588462399973,1674.0588462399974,5828.24,4154.16,1.4029888112157451,1.544583069936062,6.379648953736848,73.0,26.0,47.0,35.61643835616438,613.49,0.0
237,0.2726826412429073,46,12,65.0,21.0,8,9,2.6,20,31,1.6,2.4000000000000004,0.025,0.7,4.0,19.56663925034996,1956.6639250349963,31244.089999999997,29287.46,1.066807773702465,0.5265762718262156,28.17853667084409,175.0,59.0,116.0,33.714285714285715,3603.2,0.0,34.235525176300094,3423.552517630009,15774.630000000001,12351.11,1.2771831843453747,1.50222778627512,18.580250440419853,69.0,27.0,42.0,39.130434782608695,1854.23,0.0
209,0.271168276945175,39,10,62.0,20.0,11,8,2.8,19,26,1.5,2.5,0.022000000000000002,0.6000000000000001,4.5,13.86699708254977,1386.699708254977,36136.47,34749.82,1.0399038038182644,0.4373546398649889,27.9692162896147,194.0,66.0,128.0,34.02061855670103,4638.83,0.0,49.41372833075023,4941.372833075024,16102.66,11161.309999999998,1.4427213293063272,2.002588503375246,22.984453059885187,86.0,34.0,52.0,39.53488372093023,1903.37,0.0
215,0.2703678411992845,42,10,64.0,20.0,8,8,2.7,20,27,1.6,2.6,0.025,0.6000000000000001,4.5,13.378887289350022,1337.8887289350023,34520.95,33183.01,1.040320031244905,0.423322524965876,38.286796203347215,192.0,62.0,130.0,32.291666666666664,4022.61,0.0,50.505833600350016,5050.5833600350015,17568.27,12517.750000000002,1.4034686744822351,1.8502550512281402,18.73162267837326,74.0,28.0,46.0,37.83783783783784,1965.3700000000001,0.0
75,0.26677187311450057,48,10,60.0,32.0,14,10,2.6,7,29,1.3,2.8,0.02,0.25,2.0,16.87895463425013,1687.895463425013,5961.2699999999995,4273.369999999999,1.394981010303344,1.6063704067523032,4.575393974951835,138.0,49.0,89.0,35.507246376811594,773.46,0.0,9.600856435600036,960.0856435600035,2195.79,1235.71,1.7769460472117244,1.9637228986142012,3.2371187976932747,46.0,19.0,27.0,41.30434782608695,235.17,0.0
207,0.26619930839441963,44,9,64.0,22.0,10,9,3.0,19,28,1.5,2.4000000000000004,0.023000000000000003,0.55,5.0,6.957049174899585,695.7049174899585,33953.36,33257.649999999994,1.0209187961266057,0.3158083494622213,26.14468205036205,203.0,68.0,135.0,33.49753694581281,4331.05,0.0,66.5392223614503,6653.92223614503,18773.050000000003,12119.159999999998,1.5490388772819244,2.4015745987907784,21.838760495876805,82.0,35.0,47.0,42.68292682926829,2199.0,0.0
97,0.26436604777595285,54,7,65.0,28.0,12,7,2.1,8,22,1.1,3.2,0.027,0.4,3.0,20.299877363250015,2029.9877363250016,15949.460000000001,13919.47,1.145838167688856,0.7981726421383393,13.93994370153721,164.0,48.0,116.0,29.26829268292683,2416.75,0.0,22.59148578580005,2259.148578580005,6588.47,4329.330000000001,1.5218220833246712,1.9630904937784979,7.324692304616476,59.0,18.0,41.0,30.508474576271187,827.91,0.0
137,0.262896831296806,56,7,66.0,27.0,13,8,2.4000000000000004,20,22,1.4,2.7,0.013000000000000001,0.4,2.0,20.93520527770006,2093.520527770006,10332.810000000001,8239.310000000001,1.2540868106673981,1.1466520344073137,14.847429272753052,133.0,45.0,88.0,33.83458646616541,1213.83,0.0,11.203037188600028,1120.3037188600028,3177.17,2056.84,1.5446850508547092,1.5472866908391967,5.079979686799998,44.0,16.0,28.0,36.36363636363637,350.2,0.0
133,0.2588890117942537,57,7,65.0,28.0,12,8,2.4000000000000004,20,21,1.3,2.8,0.013000000000000001,0.35,2.0,27.839229231350053,2783.9229231350055,10736.169999999998,7952.22,1.3500846304553946,1.484830040473826,10.94952662739183,139.0,49.0,90.0,35.25179856115108,1178.78,0.0,6.54575904420004,654.575904420004,2931.8599999999997,2277.29,1.2874337480075,0.8758602273094898,5.491427674002496,48.0,15.0,33.0,31.25,337.95,0.0
247,0.2569915992049667,41,11,63.0,21.0,7,10,2.9000000000000004,19,27,1.5,2.2,0.024,0.65,4.0,22.449759961650088,2244.975996165009,44930.31999999999,42685.40000000001,1.0525922212278667,0.5577791239095969,27.92342341994976,221.0,81.0,140.0,36.65158371040724,5534.8,0.0,22.23170038504988,2223.170038504988,15479.11,13255.95,1.1677103489376468,1.0258013216930715,34.601731202679794,92.0,37.0,55.0,40.21739130434783,2053.55,0.0
255,0.25551976875653737,43,10,63.0,21.0,9,10,2.8,20,27,1.6,2.3,0.022000000000000002,0.65,4.0,19.48279202640022,1948.279202640022,26832.309999999998,24883.96,1.0782974253294089,0.5587683262488962,32.26936569157047,163.0,59.0,104.0,36.19631901840491,3446.34,0.0,27.79068857545004,2779.068857545004,10395.11,7616.05,1.3648951884507061,1.5202610546999915,22.472783505324788,57.0,24.0,33.0,42.10526315789474,1330.64,0.0
119,0.2553919669929961,45,8,66.0,30.0,12,8,2.3,17,24,1.3,2.7,0.015,0.35,3.5,24.62636112499975,2462.636112499975,19405.399999999998,16942.83,1.1453458483618142,0.8783019868443241,11.524568448666855,179.0,60.0,119.0,33.5195530726257,2302.12,0.0,8.185918313200073,818.5918313200073,5815.5599999999995,4996.970000000001,1.1638172732675998,0.7820545468270789,11.006719838384454,68.0,22.0,46.0,32.35294117647059,801.69,0.0
143,0.24756792895805813,52,8,66.0,26.0,12,7,2.3,18,22,1.4,2.7,0.014000000000000002,0.4,3.5,26.287946176049736,2628.7946176049736,20161.63,17532.78,1.1499391425660963,0.9236558319432991,19.968510427054774,176.0,59.0,117.0,33.52272727272727,2446.9,0.0,7.367781929949997,736.7781929949997,5484.3099999999995,4747.55,1.155187412454845,0.7285810569360881,9.19695369299127,59.0,21.0,38.0,35.59322033898305,746.67,0.0
