trial,score,enabled,length,std,min_bandwidth_pct,expansion_lookback,expansion_min_ratio,min_mid_distance,tr_on_return_pct,tr_on_pf,tr_on_sharpe,tr_on_max_dd,tr_on_trades,tr_on_wins,tr_on_losses,tr_on_win_rate,tr_on_gross_profit,tr_on_gross_loss,tr_on_net_pnl,tr_on_fees,tr_on_blocked,tr_on_head_dropped,va_on_return_pct,va_on_pf,va_on_sharpe,va_on_max_dd,va_on_trades,va_on_wins,va_on_losses,va_on_win_rate,va_on_gross_profit,va_on_gross_loss,va_on_net_pnl,va_on_fees,va_on_blocked,va_on_head_dropped,c_gate_shortfall,c_valid_trade_ratio,c_va_pf,c_va_netpnl,c_va_dd,c_tr_pf,c_tr_netpnl,c_tr_dd,c_reason
51,0.22897075692867247,True,10,2.7,0.5,19,1.1,0.0,48.04106031449919,1.1936151973971365,1.074781175930734,24.49245084771703,160,51,109,31.875,29616.780000000002,24812.669999999995,4804.110000000008,2998.96,988,1,58.75295400499979,1.7218146167908324,2.274323865918642,17.435736562319654,62.0,25.0,37.0,40.32258064516129,14015.020000000002,8139.68,5875.340000000002,943.1,377.0,4.0,,0.775,0.08613074817890684,0.07260280010671494,0.022626731839958624,0.01158885308386226,0.031017578851119883,0.005004044868109925,
121,0.22367355685534399,True,10,2.6,0.8,18,1.1500000000000001,0.03,54.42457153599962,1.254152147498251,1.197756165977878,22.436342457891598,140,52,88,37.142857142857146,26856.69,21414.22,5442.4699999999975,2439.13,1229,0,51.758358901499776,1.6699799880394233,2.073207901136794,17.438855188146103,56.0,22.0,34.0,39.285714285714285,12901.229999999998,7725.379999999999,5175.8499999999985,817.23,453.0,2.0,,0.7,0.0699324266940915,0.04014800895477363,0.022603949345954815,0.022939531227821247,0.05507081277694565,0.012978827855757144,
123,0.22367355685534399,True,10,2.6,0.8,18,1.1500000000000001,0.03,54.42457153599962,1.254152147498251,1.197756165977878,22.436342457891598,140,52,88,37.142857142857146,26856.69,21414.22,5442.4699999999975,2439.13,1229,0,51.758358901499776,1.6699799880394233,2.073207901136794,17.438855188146103,56.0,22.0,34.0,39.285714285714285,12901.229999999998,7725.379999999999,5175.8499999999985,817.23,453.0,2.0,,0.7,0.0699324266940915,0.04014800895477363,0.022603949345954815,0.022939531227821247,0.05507081277694565,0.012978827855757144,
143,0.20261508210297083,True,13,2.4,0.0,19,1.2000000000000002,0.09,56.65519027949968,1.2777983717066876,1.2497051124350265,20.860390594712836,133,48,85,36.090225563909776,26059.88,20394.36,5665.52,2404.02,1189,1,51.66007189299988,1.6316906067079398,2.1608244117497826,21.215165685561086,64.0,26.0,38.0,40.625,13344.08,8178.07,5166.01,914.58,456.0,4.0,,0.8,0.0579669950280029,0.03969145468675686,-0.0049831278000895,0.027373198266903098,0.06347527707163139,0.01909128484976609,
144,0.20261508210297083,True,13,2.4,0.2,19,1.2000000000000002,0.09,56.65519027949968,1.2777983717066876,1.2497051124350265,20.860390594712836,133,48,85,36.090225563909776,26059.88,20394.36,5665.52,2404.02,1189,1,51.66007189299988,1.6316906067079398,2.1608244117497826,21.215165685561086,64.0,26.0,38.0,40.625,13344.08,8178.07,5166.01,914.58,456.0,4.0,,0.8,0.0579669950280029,0.03969145468675686,-0.0049831278000895,0.027373198266903098,0.06347527707163139,0.01909128484976609,
139,0.20250888516914967,True,11,2.5,0.0,19,1.2000000000000002,0.06,50.43461781249966,1.2492751775110786,1.1509333449352064,21.293759354870716,137,48,89,35.03649635036496,25276.010000000002,20232.54,5043.470000000001,2418.28,1126,1,53.28789484099987,1.6482823308426175,2.1139131115755916,18.802685493901137,64.0,24.0,40.0,37.5,13548.65,8219.86,5328.789999999999,945.6800000000001,435.0,3.0,,0.8,0.06315190882008971,0.04724408718145006,0.012640761232918999,0.02202509935522641,0.04003659957999636,0.017410428999468115,
140,0.20250888516914967,True,11,2.5,0.2,19,1.2000000000000002,0.06,50.43461781249966,1.2492751775110786,1.1509333449352064,21.293759354870716,137,48,89,35.03649635036496,25276.010000000002,20232.54,5043.470000000001,2418.28,1126,1,53.28789484099987,1.6482823308426175,2.1139131115755916,18.802685493901137,64.0,24.0,40.0,37.5,13548.65,8219.86,5328.789999999999,945.6800000000001,435.0,3.0,,0.8,0.06315190882008971,0.04724408718145006,0.012640761232918999,0.02202509935522641,0.04003659957999636,0.017410428999468115,
141,0.20250888516914967,True,11,2.5,0.0,19,1.2000000000000002,0.06,50.43461781249966,1.2492751775110786,1.1509333449352064,21.293759354870716,137,48,89,35.03649635036496,25276.010000000002,20232.54,5043.470000000001,2418.28,1126,1,53.28789484099987,1.6482823308426175,2.1139131115755916,18.802685493901137,64.0,24.0,40.0,37.5,13548.65,8219.86,5328.789999999999,945.6800000000001,435.0,3.0,,0.8,0.06315190882008971,0.04724408718145006,0.012640761232918999,0.02202509935522641,0.04003659957999636,0.017410428999468115,
131,0.2006234687203206,True,10,2.5,0.2,19,1.25,0.05,34.81719420849964,1.1571653433833349,0.8479770545962314,22.425452144975697,168,56,112,33.333333333333336,25634.949999999997,22153.23,3481.7199999999975,2655.79,1144,1,60.362134025499856,1.782987124508057,2.340024528468613,18.295872018830277,59.0,23.0,36.0,38.983050847457626,13745.440000000004,7709.22,6036.220000000004,887.53,446.0,3.0,,0.7375,0.10524715684053956,0.08006727679762454,0.016343185184817408,0.004754505456274455,-0.01880972237573252,0.013021066816797159,
96,0.19265170029274503,True,11,2.7,1.3,18,0.9500000000000001,0.04,38.8169631929997,1.219768989622594,0.9542308660981611,22.035322893306926,102,36,66,35.294117647058826,21544.060000000005,17662.410000000003,3881.6500000000015,1631.72,1403,1,54.38576981049987,1.7585805287170668,2.2295400301990056,18.424077868558086,53.0,21.0,32.0,39.62264150943396,12608.02,7169.43,5438.59,759.03,521.0,2.0,,0.6625,0.09762009565585511,0.052338564684320965,0.015406603124248942,0.01649268912613555,-0.0037404670277223833,0.01453421472990684,
95,0.18406963975885987,True,11,2.7,1.1,18,1.0,0.01,44.36612270799964,1.218483935352369,1.030662988208866,24.153011550185735,127,46,81,36.22047244094488,24743.009999999995,20306.39,4436.619999999995,2108.55,1245,1,52.67049726399983,1.693620137010475,2.1185117843402756,17.435736562319654,57.0,23.0,34.0,40.35087719298246,12860.640000000003,7593.58,5267.060000000003,825.36,459.0,2.0,,0.7125,0.07731997324754519,0.04437995151430801,0.022626731839958624,0.01625174145046837,0.017170654019673437,0.006320587686906228,
125,0.17450619778156756,True,10,2.6,0.5,20,1.1500000000000001,0.06,35.95720263199962,1.174357422679063,0.8888542743417078,23.616241070013437,141,48,93,34.04255319148936,24218.550000000003,20622.809999999998,3595.7400000000052,2352.53,1129,1,56.99920592249986,1.7200250622767261,2.2264902982188928,17.438855188146103,58.0,23.0,35.0,39.6551724137931,13616.199999999999,7916.279999999999,5699.92,865.82,425.0,2.0,,0.725,0.08557151239324864,0.06446369952790242,0.022603949345954815,0.00797802032422347,-0.014513479296243071,0.008402495486481278,
129,0.17374099181366134,True,10,2.6,0.5,20,1.1,0.05,41.278262501499576,1.1795005707452304,0.9743447487802132,24.490749990449146,148,49,99,33.108108108108105,27124.090000000004,22996.25,4127.840000000004,2662.88,1070,1,55.20901739349989,1.6877690062449933,2.169406444488091,17.438855188146103,59.0,23.0,36.0,38.983050847457626,13548.109999999999,8027.2300000000005,5520.879999999998,878.89,406.0,3.0,,0.7375,0.07549149488333212,0.05615663894398613,0.022603949345954815,0.008942360586629866,0.0055359062729217635,0.005010641780836639,
42,0.1714587044416368,True,20,2.7,1.0,18,0.8500000000000001,0.0,51.443961308999555,1.2224817539713977,1.1194108009889236,18.832389487870056,149,49,100,32.88590604026846,28267.25,23122.840000000004,5144.409999999996,2623.04,980,0,46.64940834299985,1.5886884788707156,1.960497824012383,17.427333133147936,65.0,27.0,38.0,41.53846153846154,12589.26,7924.3099999999995,4664.950000000001,894.74,380.0,5.0,,0.8125,0.04452883007887036,0.016443377295240726,0.022688121402339737,0.017001332441536232,0.04383999176069812,0.026957051462951617,
133,0.16896672248778064,True,11,2.6,0.1,19,1.2000000000000002,0.04,43.26564223649946,1.2143543680421718,1.0291665318060903,21.28890118868537,143,48,95,33.56643356643357,24510.65,20184.100000000002,4326.549999999999,2431.28,1092,1,53.28789484099987,1.6482823308426175,2.1139131115755916,18.802685493901137,64.0,24.0,40.0,37.5,13548.65,8219.86,5328.789999999999,945.6800000000001,424.0,3.0,,0.8,0.06315190882008971,0.04724408718145006,0.012640761232918999,0.015477447579806375,0.013023245882860994,0.017429271790654507,
83,0.16505245135714336,True,10,2.6,0.4,18,1.05,0.03,52.13653148849941,1.206342654029749,1.126677098292444,23.81524323373987,164,53,111,32.31707317073171,30480.310000000005,25266.710000000003,5213.600000000002,3022.58,944,0,49.75333561999969,1.594074703818774,2.004891898234813,17.80314750249677,63.0,24.0,39.0,38.095238095238095,13350.28,8374.939999999999,4975.340000000002,930.7,369.0,3.0,,0.7875,0.04621202537513858,0.03084478778810132,0.019942685081116872,0.013975251202477112,0.046447052440139275,0.007630649470170199,
116,0.1650500835712649,True,12,2.7,0.7000000000000001,18,1.1,0.0,46.64312444849944,1.1844551614772103,1.051881871624739,24.675404061710182,154,51,103,33.116883116883116,29951.14,25286.850000000002,4664.289999999997,2903.01,1074,1,52.71434318149976,1.6315538511119818,2.0952155207688845,17.435736562319654,63.0,25.0,38.0,39.682539682539684,13618.27,8346.81,5271.460000000001,936.72,404.0,4.0,,0.7875,0.05792425890426604,0.044584101796754455,0.022626731839958624,0.009871346348876098,0.025749198677692244,0.0042944460037174495,
